datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement
2025-07-02T07:03:00+02:00;10273_D;76;10;60;freeFlow;1
2025-07-02T07:03:00+02:00;10273_G;70;10;75;freeFlow;2
2025-07-02T07:03:00+02:00;10274_D;79;8;60;freeFlow;1
2025-07-02T07:03:00+02:00;10274_G;55;12;75;freeFlow;2
2025-07-02T07:03:00+02:00;10275_D;79;13;60;freeFlow;1
2025-07-02T07:03:00+02:00;10275_G;45;23;75;heavy;2
2025-07-02T07:03:00+02:00;10277_D;77;20;60;freeFlow;1
2025-07-02T07:03:00+02:00;10277_G;72;21;75;freeFlow;2
2025-07-02T07:03:00+02:00;10279_D;78;13;60;freeFlow;1
2025-07-02T07:03:00+02:00;10279_G;76;13;75;freeFlow;2
2025-07-02T07:03:00+02:00;10281_D;78;18;60;freeFlow;1
2025-07-02T07:03:00+02:00;10281_G;57;25;74;freeFlow;2
2025-07-02T07:03:00+02:00;10315_D;76;7;60;freeFlow;1
2025-07-02T07:03:00+02:00;10315_G;57;10;75;freeFlow;2
2025-07-02T07:03:00+02:00;11579_D;80;3;0;unknown;0
2025-07-02T07:03:00+02:00;11579_G;57;5;55;freeFlow;1
2025-07-02T07:03:00+02:00;11652;57;24;58;heavy;2
2025-07-02T07:03:00+02:00;11654;19;7;57;congested;1
2025-07-02T07:03:00+02:00;11777_D;23;3;60;heavy;1
2025-07-02T07:03:00+02:00;11777_G;41;1;100;heavy;3
2025-07-02T07:03:00+02:00;11781_D;30;3;0;unknown;0
2025-07-02T07:03:00+02:00;11781_G;98;1;60;freeFlow;1
2025-07-02T07:03:00+02:00;11784_D;30;2;0;unknown;0
2025-07-02T07:03:00+02:00;11784_G;26;2;60;freeFlow;1
2025-07-02T07:03:00+02:00;11785_D;30;1;0;unknown;0
2025-07-02T07:03:00+02:00;11785_G;44;1;57;freeFlow;1
2025-07-02T07:03:00+02:00;12060_D;77;9;60;freeFlow;1
2025-07-02T07:03:00+02:00;12060_G;52;14;75;freeFlow;2
2025-07-02T07:03:00+02:00;1242_D;59;2;57;freeFlow;1
2025-07-02T07:03:00+02:00;1242_G;93;1;50;freeFlow;1
2025-07-02T07:03:00+02:00;1285_D;17;3;73;congested;2
2025-07-02T07:03:00+02:00;1285_G;93;1;50;freeFlow;1
2025-07-02T07:03:00+02:00;13514;42;5;30;heavy;1
2025-07-02T07:03:00+02:00;13515;59;2;30;freeFlow;1
2025-07-02T07:03:00+02:00;13516;80;1;0;unknown;0
2025-07-02T07:03:00+02:00;13549_D;52;7;60;heavy;1
2025-07-02T07:03:00+02:00;13549_G;64;6;30;freeFlow;1
2025-07-02T07:03:00+02:00;13557_D;69;5;54;freeFlow;2
2025-07-02T07:03:00+02:00;13557_G;45;8;30;heavy;1
2025-07-02T07:03:00+02:00;14364;114;18;100;freeFlow;3
2025-07-02T07:03:00+02:00;14365;111;18;55;freeFlow;1
2025-07-02T07:03:00+02:00;15029_D;46;54;71;heavy;2
2025-07-02T07:03:00+02:00;15029_G;40;62;40;heavy;1
2025-07-02T07:03:00+02:00;15062;40;4;40;heavy;1
2025-07-02T07:03:00+02:00;15063;26;6;94;heavy;3
2025-07-02T07:03:00+02:00;15064;31;5;70;heavy;2
2025-07-02T07:03:00+02:00;15065;42;4;40;heavy;1
2025-07-02T07:03:00+02:00;15066;15;9;20;congested;1
2025-07-02T07:03:00+02:00;15067_D;70;61;41;freeFlow;1
2025-07-02T07:03:00+02:00;15067_G;63;68;19;freeFlow;1
2025-07-02T07:03:00+02:00;15104_D;75;53;44;freeFlow;1
2025-07-02T07:03:00+02:00;15104_G;64;62;16;freeFlow;1
2025-07-02T07:03:00+02:00;15111;123;3;55;freeFlow;1
2025-07-02T07:03:00+02:00;15113;49;4;38;heavy;1
2025-07-02T07:03:00+02:00;15114;54;3;38;heavy;1
2025-07-02T07:03:00+02:00;15117;65;2;38;freeFlow;1
2025-07-02T07:03:00+02:00;15118;42;3;45;heavy;1
2025-07-02T07:03:00+02:00;15119;44;4;60;heavy;2
2025-07-02T07:03:00+02:00;15120;55;3;38;heavy;1
2025-07-02T07:03:00+02:00;15121;72;1;60;freeFlow;2
2025-07-02T07:03:00+02:00;15122;66;3;15;freeFlow;1
2025-07-02T07:03:00+02:00;15124_D;60;14;38;freeFlow;1
2025-07-02T07:03:00+02:00;15124_G;66;13;15;freeFlow;1
2025-07-02T07:03:00+02:00;15549_D;37;1;60;freeFlow;1
2025-07-02T07:03:00+02:00;15549_G;50;1;0;unknown;0
2025-07-02T07:03:00+02:00;15550;60;0;100;freeFlow;3
2025-07-02T07:03:00+02:00;15551;118;96;58;freeFlow;1
2025-07-02T07:03:00+02:00;1601768;50;8;0;unknown;0
2025-07-02T07:03:00+02:00;1601771;50;5;0;unknown;0
2025-07-02T07:03:00+02:00;1601787;46;2;60;freeFlow;1
2025-07-02T07:03:00+02:00;1601792;105;0;25;freeFlow;1
2025-07-02T07:03:00+02:00;1601794_D;105;1;25;freeFlow;1
2025-07-02T07:03:00+02:00;1601794_G;20;5;55;heavy;1
2025-07-02T07:03:00+02:00;1601795;105;4;25;freeFlow;1
2025-07-02T07:03:00+02:00;1601797;36;15;55;freeFlow;1
2025-07-02T07:03:00+02:00;1601798;39;3;72;freeFlow;2
2025-07-02T07:03:00+02:00;1601799;36;2;55;freeFlow;1
2025-07-02T07:03:00+02:00;1601807;47;2;100;freeFlow;6
2025-07-02T07:03:00+02:00;1601808;55;17;60;freeFlow;1
2025-07-02T07:03:00+02:00;1601810;58;16;100;freeFlow;4
2025-07-02T07:03:00+02:00;1601812;74;2;60;freeFlow;1
2025-07-02T07:03:00+02:00;1601813_D;73;17;68;freeFlow;2
2025-07-02T07:03:00+02:00;1601813_G;73;17;75;freeFlow;2
2025-07-02T07:03:00+02:00;1601814;73;2;100;freeFlow;3
2025-07-02T07:03:00+02:00;1601815;67;3;100;freeFlow;4
2025-07-02T07:03:00+02:00;1601819;51;1;100;freeFlow;5
2025-07-02T07:03:00+02:00;1601824;74;2;60;freeFlow;1
2025-07-02T07:03:00+02:00;1601898;80;19;100;freeFlow;4
2025-07-02T07:03:00+02:00;1601931_D;50;5;0;unknown;0
2025-07-02T07:03:00+02:00;1601931_G;50;5;0;unknown;0
2025-07-02T07:03:00+02:00;1602158_D;50;1;0;unknown;0
2025-07-02T07:03:00+02:00;1602158_G;50;1;0;unknown;0
2025-07-02T07:03:00+02:00;1602398;50;1;0;unknown;0
2025-07-02T07:03:00+02:00;1626;87;28;100;freeFlow;3
2025-07-02T07:03:00+02:00;1627;92;2;100;freeFlow;4
2025-07-02T07:03:00+02:00;1628;105;1;57;freeFlow;1
2025-07-02T07:03:00+02:00;1629;87;1;60;freeFlow;1
2025-07-02T07:03:00+02:00;1630;86;1;100;freeFlow;3
2025-07-02T07:03:00+02:00;1631;105;1;75;freeFlow;2
2025-07-02T07:03:00+02:00;1632;72;26;100;freeFlow;4
2025-07-02T07:03:00+02:00;1633;105;8;57;freeFlow;1
2025-07-02T07:03:00+02:00;1639;87;3;73;freeFlow;2
2025-07-02T07:03:00+02:00;16647_D;66;69;52;freeFlow;1
2025-07-02T07:03:00+02:00;16647_G;79;57;60;freeFlow;1
2025-07-02T07:03:00+02:00;16648_D;92;8;52;freeFlow;1
2025-07-02T07:03:00+02:00;16648_G;84;9;75;freeFlow;2
2025-07-02T07:03:00+02:00;16695_D;68;42;29;freeFlow;1
2025-07-02T07:03:00+02:00;16695_G;55;52;60;heavy;1
2025-07-02T07:03:00+02:00;16701;32;3;38;heavy;1
2025-07-02T07:03:00+02:00;16702;34;3;60;heavy;1
2025-07-02T07:03:00+02:00;16707_D;34;1;60;heavy;1
2025-07-02T07:03:00+02:00;16707_G;48;1;0;unknown;0
2025-07-02T07:03:00+02:00;16744;46;3;75;heavy;2
