datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement
2025-07-02T08:03:00+02:00;10273_D;66;11;100;freeFlow;3
2025-07-02T08:03:00+02:00;10273_G;79;9;32;freeFlow;1
2025-07-02T08:03:00+02:00;10274_D;48;13;100;heavy;3
2025-07-02T08:03:00+02:00;10274_G;84;8;30;freeFlow;1
2025-07-02T08:03:00+02:00;10275_D;55;18;75;freeFlow;2
2025-07-02T08:03:00+02:00;10275_G;82;12;30;freeFlow;1
2025-07-02T08:03:00+02:00;10277_D;71;22;75;freeFlow;2
2025-07-02T08:03:00+02:00;10277_G;77;20;30;freeFlow;1
2025-07-02T08:03:00+02:00;10279_D;71;14;75;freeFlow;2
2025-07-02T08:03:00+02:00;10279_G;78;13;30;freeFlow;1
2025-07-02T08:03:00+02:00;10281_D;72;19;100;freeFlow;3
2025-07-02T08:03:00+02:00;10281_G;78;18;30;freeFlow;1
2025-07-02T08:03:00+02:00;10315_D;66;8;100;freeFlow;3
2025-07-02T08:03:00+02:00;10315_G;80;7;32;freeFlow;1
2025-07-02T08:03:00+02:00;11579_D;65;4;75;freeFlow;2
2025-07-02T08:03:00+02:00;11579_G;80;3;0;unknown;0
2025-07-02T08:03:00+02:00;11652;73;19;100;freeFlow;5
2025-07-02T08:03:00+02:00;11654;58;2;100;freeFlow;6
2025-07-02T08:03:00+02:00;11777_D;54;1;75;freeFlow;2
2025-07-02T08:03:00+02:00;11777_G;21;3;60;congested;1
2025-07-02T08:03:00+02:00;11781_D;47;2;60;freeFlow;1
2025-07-02T08:03:00+02:00;11781_G;30;3;0;unknown;0
2025-07-02T08:03:00+02:00;11784_D;45;1;60;freeFlow;1
2025-07-02T08:03:00+02:00;11784_G;30;2;0;unknown;0
2025-07-02T08:03:00+02:00;11785_D;30;1;75;freeFlow;2
2025-07-02T08:03:00+02:00;11785_G;30;1;0;unknown;0
2025-07-02T08:03:00+02:00;12060_D;63;11;100;freeFlow;3
2025-07-02T08:03:00+02:00;12060_G;82;9;32;freeFlow;1
2025-07-02T08:03:00+02:00;1242_D;67;2;27;freeFlow;1
2025-07-02T08:03:00+02:00;1242_G;10;12;60;congested;1
2025-07-02T08:03:00+02:00;1285_D;79;1;27;freeFlow;1
2025-07-02T08:03:00+02:00;1285_G;26;2;60;heavy;1
2025-07-02T08:03:00+02:00;13514;47;4;60;heavy;1
2025-07-02T08:03:00+02:00;13515;37;4;73;heavy;2
2025-07-02T08:03:00+02:00;13516;95;1;38;freeFlow;1
2025-07-02T08:03:00+02:00;13549_D;47;8;60;heavy;1
2025-07-02T08:03:00+02:00;13549_G;74;5;60;freeFlow;1
2025-07-02T08:03:00+02:00;13557_D;38;10;70;heavy;2
2025-07-02T08:03:00+02:00;13557_G;53;7;60;heavy;1
2025-07-02T08:03:00+02:00;14364;105;20;100;freeFlow;4
2025-07-02T08:03:00+02:00;14365;111;18;100;freeFlow;4
2025-07-02T08:03:00+02:00;15029_D;26;95;100;heavy;3
2025-07-02T08:03:00+02:00;15029_G;71;34;75;freeFlow;2
2025-07-02T08:03:00+02:00;15062;29;5;75;heavy;2
2025-07-02T08:03:00+02:00;15063;22;7;100;congested;5
2025-07-02T08:03:00+02:00;15064;27;5;100;heavy;4
2025-07-02T08:03:00+02:00;15065;29;6;63;heavy;2
2025-07-02T08:03:00+02:00;15066;28;5;100;heavy;4
2025-07-02T08:03:00+02:00;15067_D;75;56;35;freeFlow;1
2025-07-02T08:03:00+02:00;15067_G;55;77;88;heavy;4
2025-07-02T08:03:00+02:00;15104_D;69;57;38;freeFlow;1
2025-07-02T08:03:00+02:00;15104_G;75;53;75;freeFlow;2
2025-07-02T08:03:00+02:00;15111;112;3;100;freeFlow;4
2025-07-02T08:03:00+02:00;15113;31;6;55;heavy;1
2025-07-02T08:03:00+02:00;15114;38;4;55;heavy;1
2025-07-02T08:03:00+02:00;15117;35;4;52;heavy;1
2025-07-02T08:03:00+02:00;15118;27;4;52;heavy;1
2025-07-02T08:03:00+02:00;15119;22;8;52;congested;1
2025-07-02T08:03:00+02:00;15120;44;4;98;heavy;3
2025-07-02T08:03:00+02:00;15121;12;9;75;congested;2
2025-07-02T08:03:00+02:00;15122;30;6;60;heavy;1
2025-07-02T08:03:00+02:00;15124_D;41;21;55;heavy;1
2025-07-02T08:03:00+02:00;15124_G;37;23;59;heavy;1
2025-07-02T08:03:00+02:00;15549_D;40;1;38;freeFlow;1
2025-07-02T08:03:00+02:00;15549_G;50;1;0;unknown;0
2025-07-02T08:03:00+02:00;15550;40;1;60;heavy;1
2025-07-02T08:03:00+02:00;15551;96;118;100;freeFlow;7
2025-07-02T08:03:00+02:00;1601768;33;12;53;heavy;2
2025-07-02T08:03:00+02:00;1601771;26;10;70;heavy;2
2025-07-02T08:03:00+02:00;1601787;30;3;66;heavy;2
2025-07-02T08:03:00+02:00;1601792;16;3;60;heavy;1
2025-07-02T08:03:00+02:00;1601794_D;32;4;60;freeFlow;1
2025-07-02T08:03:00+02:00;1601794_G;53;2;60;freeFlow;1
2025-07-02T08:03:00+02:00;1601795;29;17;60;freeFlow;1
2025-07-02T08:03:00+02:00;1601797;53;10;60;freeFlow;1
2025-07-02T08:03:00+02:00;1601798;53;2;71;freeFlow;2
2025-07-02T08:03:00+02:00;1601799;53;1;60;freeFlow;1
2025-07-02T08:03:00+02:00;1601807;41;3;100;freeFlow;8
2025-07-02T08:03:00+02:00;1601808;49;20;100;freeFlow;4
2025-07-02T08:03:00+02:00;1601810;34;28;100;heavy;6
2025-07-02T08:03:00+02:00;1601812;53;3;97;freeFlow;3
2025-07-02T08:03:00+02:00;1601813_D;56;23;60;freeFlow;1
2025-07-02T08:03:00+02:00;1601813_G;40;31;75;freeFlow;2
2025-07-02T08:03:00+02:00;1601814;56;3;60;freeFlow;1
2025-07-02T08:03:00+02:00;1601815;50;3;100;freeFlow;6
2025-07-02T08:03:00+02:00;1601819;35;2;100;freeFlow;4
2025-07-02T08:03:00+02:00;1601824;50;3;100;freeFlow;3
2025-07-02T08:03:00+02:00;1601898;84;18;100;freeFlow;5
2025-07-02T08:03:00+02:00;1601931_D;50;5;0;unknown;0
2025-07-02T08:03:00+02:00;1601931_G;45;6;60;freeFlow;1
2025-07-02T08:03:00+02:00;1602158_D;50;1;0;unknown;0
2025-07-02T08:03:00+02:00;1602158_G;18;2;60;heavy;1
2025-07-02T08:03:00+02:00;1602398;45;1;75;freeFlow;2
2025-07-02T08:03:00+02:00;1626;54;46;100;heavy;14
2025-07-02T08:03:00+02:00;1627;48;4;100;freeFlow;5
2025-07-02T08:03:00+02:00;1628;31;4;55;heavy;2
2025-07-02T08:03:00+02:00;1629;30;4;100;heavy;8
2025-07-02T08:03:00+02:00;1630;40;3;100;freeFlow;11
2025-07-02T08:03:00+02:00;1631;68;1;100;freeFlow;4
2025-07-02T08:03:00+02:00;1632;59;32;100;heavy;5
2025-07-02T08:03:00+02:00;1633;75;11;60;freeFlow;1
2025-07-02T08:03:00+02:00;1639;42;7;100;heavy;10
2025-07-02T08:03:00+02:00;16647_D;74;62;100;freeFlow;3
2025-07-02T08:03:00+02:00;16647_G;74;61;32;freeFlow;2
2025-07-02T08:03:00+02:00;16648_D;79;9;100;freeFlow;3
2025-07-02T08:03:00+02:00;16648_G;80;9;60;freeFlow;1
2025-07-02T08:03:00+02:00;16695_D;74;39;60;freeFlow;1
2025-07-02T08:03:00+02:00;16695_G;44;64;60;heavy;1
2025-07-02T08:03:00+02:00;16701;30;3;52;heavy;1
2025-07-02T08:03:00+02:00;16702;8;12;42;congested;1
2025-07-02T08:03:00+02:00;16707_D;11;3;42;congested;1
