datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement
2025-07-02T15:03:00+02:00;10273_D;70;10;75;freeFlow;2
2025-07-02T15:03:00+02:00;10273_G;68;11;100;freeFlow;5
2025-07-02T15:03:00+02:00;10274_D;69;9;60;freeFlow;1
2025-07-02T15:03:00+02:00;10274_G;68;10;100;freeFlow;4
2025-07-02T15:03:00+02:00;10275_D;69;15;60;freeFlow;1
2025-07-02T15:03:00+02:00;10275_G;78;13;100;freeFlow;4
2025-07-02T15:03:00+02:00;10277_D;68;23;60;freeFlow;1
2025-07-02T15:03:00+02:00;10277_G;57;27;100;freeFlow;4
2025-07-02T15:03:00+02:00;10279_D;64;16;60;freeFlow;1
2025-07-02T15:03:00+02:00;10279_G;65;15;100;freeFlow;4
2025-07-02T15:03:00+02:00;10281_D;59;24;60;freeFlow;1
2025-07-02T15:03:00+02:00;10281_G;75;19;100;freeFlow;4
2025-07-02T15:03:00+02:00;10315_D;73;8;75;freeFlow;2
2025-07-02T15:03:00+02:00;10315_G;71;8;100;freeFlow;4
2025-07-02T15:03:00+02:00;11579_D;97;3;42;freeFlow;1
2025-07-02T15:03:00+02:00;11579_G;80;3;0;unknown;0
2025-07-02T15:03:00+02:00;11652;54;25;75;heavy;2
2025-07-02T15:03:00+02:00;11654;41;3;100;heavy;3
2025-07-02T15:03:00+02:00;11777_D;30;3;75;heavy;2
2025-07-02T15:03:00+02:00;11777_G;26;2;100;heavy;3
2025-07-02T15:03:00+02:00;11781_D;36;2;40;freeFlow;1
2025-07-02T15:03:00+02:00;11781_G;46;2;55;freeFlow;1
2025-07-02T15:03:00+02:00;11784_D;29;2;40;freeFlow;1
2025-07-02T15:03:00+02:00;11784_G;44;1;55;freeFlow;1
2025-07-02T15:03:00+02:00;11785_D;65;1;40;freeFlow;1
2025-07-02T15:03:00+02:00;11785_G;30;1;0;unknown;0
2025-07-02T15:03:00+02:00;12060_D;65;11;75;freeFlow;2
2025-07-02T15:03:00+02:00;12060_G;72;10;100;freeFlow;4
2025-07-02T15:03:00+02:00;1242_D;63;2;100;freeFlow;3
2025-07-02T15:03:00+02:00;1242_G;38;3;25;heavy;1
2025-07-02T15:03:00+02:00;1285_D;67;1;100;freeFlow;3
2025-07-02T15:03:00+02:00;1285_G;48;1;60;heavy;1
2025-07-02T15:03:00+02:00;13514;41;5;60;heavy;1
2025-07-02T15:03:00+02:00;13515;42;3;66;heavy;2
2025-07-02T15:03:00+02:00;13516;80;1;0;unknown;0
2025-07-02T15:03:00+02:00;13549_D;63;6;55;freeFlow;1
2025-07-02T15:03:00+02:00;13549_G;59;6;60;freeFlow;1
2025-07-02T15:03:00+02:00;13557_D;43;8;42;heavy;2
2025-07-02T15:03:00+02:00;13557_G;40;9;60;heavy;1
2025-07-02T15:03:00+02:00;14364;104;20;100;freeFlow;6
2025-07-02T15:03:00+02:00;14365;114;18;100;freeFlow;3
2025-07-02T15:03:00+02:00;15029_D;54;45;100;heavy;3
2025-07-02T15:03:00+02:00;15029_G;66;37;35;freeFlow;1
2025-07-02T15:03:00+02:00;15062;38;4;35;heavy;1
2025-07-02T15:03:00+02:00;15063;44;3;100;heavy;3
2025-07-02T15:03:00+02:00;15064;44;3;100;heavy;3
2025-07-02T15:03:00+02:00;15065;38;5;35;heavy;1
2025-07-02T15:03:00+02:00;15066;44;3;64;heavy;2
2025-07-02T15:03:00+02:00;15067_D;93;45;20;freeFlow;1
2025-07-02T15:03:00+02:00;15067_G;76;56;60;freeFlow;1
2025-07-02T15:03:00+02:00;15104_D;58;68;22;freeFlow;1
2025-07-02T15:03:00+02:00;15104_G;74;54;60;freeFlow;1
2025-07-02T15:03:00+02:00;15111;102;3;100;freeFlow;3
2025-07-02T15:03:00+02:00;15113;28;6;25;heavy;1
2025-07-02T15:03:00+02:00;15114;36;4;25;heavy;1
2025-07-02T15:03:00+02:00;15117;32;5;25;heavy;1
2025-07-02T15:03:00+02:00;15118;42;3;50;heavy;2
2025-07-02T15:03:00+02:00;15119;51;3;60;heavy;1
2025-07-02T15:03:00+02:00;15120;37;5;75;heavy;2
2025-07-02T15:03:00+02:00;15121;31;3;75;heavy;2
2025-07-02T15:03:00+02:00;15122;52;3;48;heavy;1
2025-07-02T15:03:00+02:00;15124_D;25;34;25;heavy;1
2025-07-02T15:03:00+02:00;15124_G;43;20;48;heavy;1
2025-07-02T15:03:00+02:00;15549_D;38;1;60;freeFlow;1
2025-07-02T15:03:00+02:00;15549_G;29;1;60;heavy;1
2025-07-02T15:03:00+02:00;15550;71;0;100;freeFlow;6
2025-07-02T15:03:00+02:00;15551;9;1262;100;congested;18
2025-07-02T15:03:00+02:00;1601768;35;11;98;heavy;3
2025-07-02T15:03:00+02:00;1601771;27;9;100;heavy;4
2025-07-02T15:03:00+02:00;1601787;40;2;75;freeFlow;2
2025-07-02T15:03:00+02:00;1601792;40;1;60;freeFlow;1
2025-07-02T15:03:00+02:00;1601794_D;40;3;60;freeFlow;1
2025-07-02T15:03:00+02:00;1601794_G;107;1;45;freeFlow;1
2025-07-02T15:03:00+02:00;1601795;40;12;60;freeFlow;1
2025-07-02T15:03:00+02:00;1601797;107;5;45;freeFlow;1
2025-07-02T15:03:00+02:00;1601798;62;2;65;freeFlow;2
2025-07-02T15:03:00+02:00;1601799;107;1;45;freeFlow;1
2025-07-02T15:03:00+02:00;1601807;32;4;100;heavy;6
2025-07-02T15:03:00+02:00;1601808;56;17;60;freeFlow;1
2025-07-02T15:03:00+02:00;1601810;43;22;100;freeFlow;5
2025-07-02T15:03:00+02:00;1601812;59;3;75;freeFlow;2
2025-07-02T15:03:00+02:00;1601813_D;59;21;75;freeFlow;2
2025-07-02T15:03:00+02:00;1601813_G;56;22;75;freeFlow;2
2025-07-02T15:03:00+02:00;1601814;62;3;60;freeFlow;1
2025-07-02T15:03:00+02:00;1601815;50;3;100;freeFlow;5
2025-07-02T15:03:00+02:00;1601819;36;2;100;freeFlow;5
2025-07-02T15:03:00+02:00;1601824;57;3;75;freeFlow;2
2025-07-02T15:03:00+02:00;1601898;69;22;100;freeFlow;3
2025-07-02T15:03:00+02:00;1601931_D;50;5;0;unknown;0
2025-07-02T15:03:00+02:00;1601931_G;50;5;0;unknown;0
2025-07-02T15:03:00+02:00;1602158_D;20;1;60;heavy;1
2025-07-02T15:03:00+02:00;1602158_G;50;1;0;unknown;0
2025-07-02T15:03:00+02:00;1602398;22;2;42;heavy;1
2025-07-02T15:03:00+02:00;1626;66;37;100;freeFlow;8
2025-07-02T15:03:00+02:00;1627;39;5;100;freeFlow;3
2025-07-02T15:03:00+02:00;1628;37;3;48;freeFlow;1
2025-07-02T15:03:00+02:00;1629;29;4;100;heavy;4
2025-07-02T15:03:00+02:00;1630;47;2;100;freeFlow;7
2025-07-02T15:03:00+02:00;1631;108;1;60;freeFlow;1
2025-07-02T15:03:00+02:00;1632;61;31;100;heavy;4
2025-07-02T15:03:00+02:00;1633;102;8;60;freeFlow;1
2025-07-02T15:03:00+02:00;1639;27;11;100;heavy;6
2025-07-02T15:03:00+02:00;16647_D;74;61;57;freeFlow;1
2025-07-02T15:03:00+02:00;16647_G;75;61;100;freeFlow;3
2025-07-02T15:03:00+02:00;16648_D;76;10;57;freeFlow;1
2025-07-02T15:03:00+02:00;16648_G;81;9;100;freeFlow;3
2025-07-02T15:03:00+02:00;16695_D;78;36;60;freeFlow;1
2025-07-02T15:03:00+02:00;16695_G;52;55;56;heavy;1
2025-07-02T15:03:00+02:00;16701;31;3;74;heavy;2
2025-07-02T15:03:00+02:00;16702;28;4;55;heavy;1
2025-07-02T15:03:00+02:00;16707_D;35;1;35;freeFlow;1
2025-07-02T15:03:00+02:00;16707_G;35;1;60;freeFlow;1
2025-07-02T15:03:00+02:00;16744;48;3;75;heavy;2
2025-07-02T15:03:00+02:00;16745;51;2;100;heavy;3
2025-07-02T15:03:00+02:00;16746;50;2;75;heavy;2
2025-07-02T15:03:00+02:00;16747;38;5;73;heavy;2
2025-07-02T15:03:00+02:00;16748;45;3;60;heavy;1
2025-07-02T15:03:00+02:00;16749;40;3;60;heavy;1
2025-07-02T15:03:00+02:00;16752_D;51;8;60;heavy;1
2025-07-02T15:03:00+02:00;16752_G;31;13;50;heavy;1
2025-07-02T15:03:00+02:00;1675_D;71;4;57;freeFlow;1
2025-07-02T15:03:00+02:00;1675_G;42;6;100;freeFlow;3
2025-07-02T15:03:00+02:00;1676;70;7;100;freeFlow;3
2025-07-02T15:03:00+02:00;16761;32;3;54;heavy;2
2025-07-02T15:03:00+02:00;16762;28;3;55;heavy;1
2025-07-02T15:03:00+02:00;1677;28;18;100;heavy;4
2025-07-02T15:03:00+02:00;1677109;8;189;60;congested;1
2025-07-02T15:03:00+02:00;1677110;81;1;12;freeFlow;1
2025-07-02T15:03:00+02:00;1677175_D;48;30;60;freeFlow;1
2025-07-02T15:03:00+02:00;1677175_G;89;16;70;freeFlow;2
2025-07-02T15:03:00+02:00;1677180_D;48;1;60;freeFlow;1
2025-07-02T15:03:00+02:00;1677180_G;107;0;45;freeFlow;1
2025-07-02T15:03:00+02:00;1677184_D;40;18;60;freeFlow;1
2025-07-02T15:03:00+02:00;1677184_G;107;7;45;freeFlow;1
2025-07-02T15:03:00+02:00;1677551_D;30;2;0;unknown;0
