datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement
2025-07-02T18:43:00+02:00;10273_D;62;12;60;freeFlow;1
2025-07-02T18:43:00+02:00;10273_G;79;9;75;freeFlow;2
2025-07-02T18:43:00+02:00;10274_D;62;10;60;freeFlow;1
2025-07-02T18:43:00+02:00;10274_G;78;8;75;freeFlow;2
2025-07-02T18:43:00+02:00;10275_D;70;15;75;freeFlow;2
2025-07-02T18:43:00+02:00;10275_G;68;15;75;freeFlow;2
2025-07-02T18:43:00+02:00;10277_D;73;21;75;freeFlow;2
2025-07-02T18:43:00+02:00;10277_G;46;33;100;heavy;4
2025-07-02T18:43:00+02:00;10279_D;73;14;75;freeFlow;2
2025-07-02T18:43:00+02:00;10279_G;78;13;100;freeFlow;3
2025-07-02T18:43:00+02:00;10281_D;65;22;75;freeFlow;2
2025-07-02T18:43:00+02:00;10281_G;61;23;100;freeFlow;3
2025-07-02T18:43:00+02:00;10315_D;62;9;60;freeFlow;1
2025-07-02T18:43:00+02:00;10315_G;78;7;75;freeFlow;2
2025-07-02T18:43:00+02:00;11579_D;76;3;42;freeFlow;1
2025-07-02T18:43:00+02:00;11579_G;80;3;0;unknown;0
2025-07-02T18:43:00+02:00;11652;58;24;75;heavy;2
2025-07-02T18:43:00+02:00;11654;54;2;100;freeFlow;3
2025-07-02T18:43:00+02:00;11777_D;16;5;60;congested;1
2025-07-02T18:43:00+02:00;11777_G;32;2;75;heavy;2
2025-07-02T18:43:00+02:00;11781_D;30;3;0;unknown;0
2025-07-02T18:43:00+02:00;11781_G;30;3;0;unknown;0
2025-07-02T18:43:00+02:00;11784_D;30;2;0;unknown;0
2025-07-02T18:43:00+02:00;11784_G;30;2;0;unknown;0
2025-07-02T18:43:00+02:00;11785_D;61;1;40;freeFlow;1
2025-07-02T18:43:00+02:00;11785_G;30;1;0;unknown;0
2025-07-02T18:43:00+02:00;12060_D;62;12;60;freeFlow;1
2025-07-02T18:43:00+02:00;12060_G;78;9;75;freeFlow;2
2025-07-02T18:43:00+02:00;1242_D;46;2;100;heavy;3
2025-07-02T18:43:00+02:00;1242_G;42;3;60;heavy;1
2025-07-02T18:43:00+02:00;1285_D;64;1;75;freeFlow;2
2025-07-02T18:43:00+02:00;1285_G;42;1;60;heavy;1
2025-07-02T18:43:00+02:00;13514;40;5;75;heavy;2
2025-07-02T18:43:00+02:00;13515;43;3;75;heavy;2
2025-07-02T18:43:00+02:00;13516;80;1;0;unknown;0
2025-07-02T18:43:00+02:00;13549_D;68;5;75;freeFlow;2
2025-07-02T18:43:00+02:00;13549_G;56;6;75;freeFlow;2
2025-07-02T18:43:00+02:00;13557_D;66;6;75;freeFlow;2
2025-07-02T18:43:00+02:00;13557_G;42;9;75;heavy;2
2025-07-02T18:43:00+02:00;14364;99;21;100;freeFlow;6
2025-07-02T18:43:00+02:00;14365;109;19;57;freeFlow;1
2025-07-02T18:43:00+02:00;15029_D;75;33;60;freeFlow;1
2025-07-02T18:43:00+02:00;15029_G;60;41;60;freeFlow;1
2025-07-02T18:43:00+02:00;15062;28;5;60;heavy;1
2025-07-02T18:43:00+02:00;15063;29;5;75;heavy;2
2025-07-02T18:43:00+02:00;15064;36;4;72;heavy;2
2025-07-02T18:43:00+02:00;15065;25;7;60;heavy;1
2025-07-02T18:43:00+02:00;15066;27;5;100;heavy;3
2025-07-02T18:43:00+02:00;15067_D;76;56;57;freeFlow;1
2025-07-02T18:43:00+02:00;15067_G;75;57;88;freeFlow;3
2025-07-02T18:43:00+02:00;15104_D;93;43;57;freeFlow;1
2025-07-02T18:43:00+02:00;15104_G;78;50;60;freeFlow;1
2025-07-02T18:43:00+02:00;15111;111;3;57;freeFlow;1
2025-07-02T18:43:00+02:00;15113;49;4;75;heavy;2
2025-07-02T18:43:00+02:00;15114;53;3;75;heavy;2
2025-07-02T18:43:00+02:00;15117;37;4;60;heavy;1
2025-07-02T18:43:00+02:00;15118;37;3;60;heavy;1
2025-07-02T18:43:00+02:00;15119;33;5;60;heavy;1
2025-07-02T18:43:00+02:00;15120;33;6;75;heavy;2
2025-07-02T18:43:00+02:00;15121;34;3;75;heavy;2
2025-07-02T18:43:00+02:00;15122;30;6;55;heavy;1
2025-07-02T18:43:00+02:00;15124_D;35;25;75;heavy;2
2025-07-02T18:43:00+02:00;15124_G;43;20;74;heavy;2
2025-07-02T18:43:00+02:00;15549_D;45;1;60;freeFlow;1
2025-07-02T18:43:00+02:00;15549_G;50;1;0;unknown;0
2025-07-02T18:43:00+02:00;15550;20;1;100;congested;4
2025-07-02T18:43:00+02:00;15551;95;120;59;freeFlow;1
2025-07-02T18:43:00+02:00;1601768;28;14;98;heavy;3
2025-07-02T18:43:00+02:00;1601771;31;8;60;heavy;1
2025-07-02T18:43:00+02:00;1601787;35;2;63;freeFlow;2
