datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement
2025-07-02T23:03:00+02:00;10273_D;67;11;17;freeFlow;1
2025-07-02T23:03:00+02:00;10273_G;80;9;75;freeFlow;2
2025-07-02T23:03:00+02:00;10274_D;70;9;0;unknown;0
2025-07-02T23:03:00+02:00;10274_G;76;8;75;freeFlow;2
2025-07-02T23:03:00+02:00;10275_D;70;15;0;unknown;0
2025-07-02T23:03:00+02:00;10275_G;75;13;75;freeFlow;2
2025-07-02T23:03:00+02:00;10277_D;70;22;0;unknown;0
2025-07-02T23:03:00+02:00;10277_G;72;21;75;freeFlow;2
2025-07-02T23:03:00+02:00;10279_D;70;14;0;unknown;0
2025-07-02T23:03:00+02:00;10279_G;72;14;60;freeFlow;1
2025-07-02T23:03:00+02:00;10281_D;70;20;0;unknown;0
2025-07-02T23:03:00+02:00;10281_G;72;20;60;freeFlow;1
2025-07-02T23:03:00+02:00;10315_D;70;8;0;unknown;0
2025-07-02T23:03:00+02:00;10315_G;77;7;75;freeFlow;2
2025-07-02T23:03:00+02:00;11579_D;80;3;0;unknown;0
2025-07-02T23:03:00+02:00;11579_G;80;3;0;unknown;0
2025-07-02T23:03:00+02:00;11652;90;15;0;unknown;0
2025-07-02T23:03:00+02:00;11654;70;2;0;unknown;0
2025-07-02T23:03:00+02:00;11777_D;67;1;15;freeFlow;1
2025-07-02T23:03:00+02:00;11777_G;42;1;60;heavy;1
2025-07-02T23:03:00+02:00;11781_D;30;3;0;unknown;0
2025-07-02T23:03:00+02:00;11781_G;30;3;0;unknown;0
2025-07-02T23:03:00+02:00;11784_D;30;2;0;unknown;0
2025-07-02T23:03:00+02:00;11784_G;30;2;0;unknown;0
2025-07-02T23:03:00+02:00;11785_D;30;1;0;unknown;0
2025-07-02T23:03:00+02:00;11785_G;30;1;0;unknown;0
2025-07-02T23:03:00+02:00;12060_D;70;10;0;unknown;0
2025-07-02T23:03:00+02:00;12060_G;77;9;75;freeFlow;2
2025-07-02T23:03:00+02:00;1242_D;63;2;55;freeFlow;1
2025-07-02T23:03:00+02:00;1242_G;70;2;0;unknown;0
2025-07-02T23:03:00+02:00;1285_D;67;1;55;freeFlow;1
