datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement
2025-07-02T22:43:00+02:00;10273_D;67;11;60;freeFlow;1
2025-07-02T22:43:00+02:00;10273_G;70;10;0;unknown;0
2025-07-02T22:43:00+02:00;10274_D;70;9;0;unknown;0
2025-07-02T22:43:00+02:00;10274_G;70;9;0;unknown;0
2025-07-02T22:43:00+02:00;10275_D;70;15;0;unknown;0
2025-07-02T22:43:00+02:00;10275_G;70;14;0;unknown;0
2025-07-02T22:43:00+02:00;10277_D;70;22;0;unknown;0
2025-07-02T22:43:00+02:00;10277_G;70;22;0;unknown;0
2025-07-02T22:43:00+02:00;10279_D;70;14;0;unknown;0
2025-07-02T22:43:00+02:00;10279_G;70;14;0;unknown;0
2025-07-02T22:43:00+02:00;10281_D;70;20;0;unknown;0
2025-07-02T22:43:00+02:00;10281_G;70;20;0;unknown;0
2025-07-02T22:43:00+02:00;10315_D;70;8;0;unknown;0
2025-07-02T22:43:00+02:00;10315_G;70;8;0;unknown;0
2025-07-02T22:43:00+02:00;11579_D;80;3;0;unknown;0
2025-07-02T22:43:00+02:00;11579_G;80;3;0;unknown;0
2025-07-02T22:43:00+02:00;11652;74;18;48;freeFlow;1
2025-07-02T22:43:00+02:00;11654;26;5;48;heavy;1
2025-07-02T22:43:00+02:00;11777_D;67;1;60;freeFlow;1
2025-07-02T22:43:00+02:00;11777_G;70;1;0;unknown;0
2025-07-02T22:43:00+02:00;11781_D;30;3;0;unknown;0
2025-07-02T22:43:00+02:00;11781_G;30;3;0;unknown;0
2025-07-02T22:43:00+02:00;11784_D;30;2;0;unknown;0
2025-07-02T22:43:00+02:00;11784_G;30;2;0;unknown;0
2025-07-02T22:43:00+02:00;11785_D;30;1;0;unknown;0
2025-07-02T22:43:00+02:00;11785_G;30;1;0;unknown;0
2025-07-02T22:43:00+02:00;12060_D;70;10;0;unknown;0
2025-07-02T22:43:00+02:00;12060_G;70;10;0;unknown;0
2025-07-02T22:43:00+02:00;1242_D;70;2;0;unknown;0
2025-07-02T22:43:00+02:00;1242_G;70;2;0;unknown;0
2025-07-02T22:43:00+02:00;1285_D;70;1;0;unknown;0
