datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement
2025-07-02T13:43:00+02:00;10273_D;81;9;10;freeFlow;1
2025-07-02T13:43:00+02:00;10273_G;78;9;25;freeFlow;1
2025-07-02T13:43:00+02:00;10274_D;78;8;10;freeFlow;1
2025-07-02T13:43:00+02:00;10274_G;78;8;25;freeFlow;1
2025-07-02T13:43:00+02:00;10275_D;79;13;25;freeFlow;2
2025-07-02T13:43:00+02:00;10275_G;78;13;25;freeFlow;1
2025-07-02T13:43:00+02:00;10277_D;74;21;12;freeFlow;1
2025-07-02T13:43:00+02:00;10277_G;78;20;25;freeFlow;1
2025-07-02T13:43:00+02:00;10279_D;74;14;12;freeFlow;1
2025-07-02T13:43:00+02:00;10279_G;78;13;25;freeFlow;1
2025-07-02T13:43:00+02:00;10281_D;76;18;12;freeFlow;1
2025-07-02T13:43:00+02:00;10281_G;78;18;25;freeFlow;1
2025-07-02T13:43:00+02:00;10315_D;81;7;10;freeFlow;1
2025-07-02T13:43:00+02:00;10315_G;78;7;25;freeFlow;1
2025-07-02T13:43:00+02:00;11579_D;72;4;45;freeFlow;1
2025-07-02T13:43:00+02:00;11579_G;67;4;60;freeFlow;1
2025-07-02T13:43:00+02:00;11652;55;25;100;heavy;6
2025-07-02T13:43:00+02:00;11654;83;2;75;freeFlow;2
2025-07-02T13:43:00+02:00;11777_D;28;3;60;heavy;1
2025-07-02T13:43:00+02:00;11777_G;38;1;38;heavy;1
2025-07-02T13:43:00+02:00;11781_D;31;3;42;freeFlow;1
2025-07-02T13:43:00+02:00;11781_G;30;3;0;unknown;0
2025-07-02T13:43:00+02:00;11784_D;34;2;42;freeFlow;1
2025-07-02T13:43:00+02:00;11784_G;30;2;0;unknown;0
2025-07-02T13:43:00+02:00;11785_D;34;1;42;freeFlow;1
2025-07-02T13:43:00+02:00;11785_G;30;1;0;unknown;0
2025-07-02T13:43:00+02:00;12060_D;79;9;10;freeFlow;1
2025-07-02T13:43:00+02:00;12060_G;78;9;25;freeFlow;1
2025-07-02T13:43:00+02:00;1242_D;65;2;20;freeFlow;1
2025-07-02T13:43:00+02:00;1242_G;55;2;60;freeFlow;1
2025-07-02T13:43:00+02:00;1285_D;65;1;20;freeFlow;1
2025-07-02T13:43:00+02:00;1285_G;57;1;60;freeFlow;1
2025-07-02T13:43:00+02:00;13514;35;6;55;heavy;1
2025-07-02T13:43:00+02:00;13515;34;4;55;heavy;1
2025-07-02T13:43:00+02:00;13516;35;3;52;heavy;1
2025-07-02T13:43:00+02:00;13549_D;63;6;100;freeFlow;3
2025-07-02T13:43:00+02:00;13549_G;80;4;0;unknown;0
2025-07-02T13:43:00+02:00;13557_D;53;7;100;heavy;3
2025-07-02T13:43:00+02:00;13557_G;80;5;0;unknown;0
2025-07-02T13:43:00+02:00;14364;94;22;75;freeFlow;2
2025-07-02T13:43:00+02:00;14365;69;30;60;heavy;1
2025-07-02T13:43:00+02:00;15029_D;74;33;60;freeFlow;1
2025-07-02T13:43:00+02:00;15029_G;65;38;99;freeFlow;3
2025-07-02T13:43:00+02:00;15062;35;4;92;heavy;3
2025-07-02T13:43:00+02:00;15063;74;2;60;freeFlow;1
2025-07-02T13:43:00+02:00;15064;61;2;68;freeFlow;2
2025-07-02T13:43:00+02:00;15065;42;4;75;heavy;2
2025-07-02T13:43:00+02:00;15066;31;4;75;heavy;2
2025-07-02T13:43:00+02:00;15067_D;73;58;60;freeFlow;1
2025-07-02T13:43:00+02:00;15067_G;38;111;67;heavy;2
2025-07-02T13:43:00+02:00;15104_D;71;56;60;freeFlow;1
2025-07-02T13:43:00+02:00;15104_G;82;48;57;freeFlow;1
2025-07-02T13:43:00+02:00;15111;89;4;60;freeFlow;1
2025-07-02T13:43:00+02:00;15113;33;5;100;heavy;3
2025-07-02T13:43:00+02:00;15114;46;3;100;heavy;3
2025-07-02T13:43:00+02:00;15117;49;3;100;heavy;3
2025-07-02T13:43:00+02:00;15118;49;2;100;heavy;3
2025-07-02T13:43:00+02:00;15119;43;4;100;heavy;3
2025-07-02T13:43:00+02:00;15120;46;4;75;heavy;2
2025-07-02T13:43:00+02:00;15121;44;2;60;heavy;1
2025-07-02T13:43:00+02:00;15122;80;2;0;unknown;0
2025-07-02T13:43:00+02:00;15124_D;46;19;100;heavy;3
2025-07-02T13:43:00+02:00;15124_G;80;10;0;unknown;0
2025-07-02T13:43:00+02:00;15549_D;50;1;0;unknown;0
2025-07-02T13:43:00+02:00;15549_G;50;1;0;unknown;0
2025-07-02T13:43:00+02:00;15550;65;0;75;freeFlow;2
2025-07-02T13:43:00+02:00;15551;19;604;81;congested;4
2025-07-02T13:43:00+02:00;1601768;33;12;57;heavy;1
2025-07-02T13:43:00+02:00;1601771;39;6;30;freeFlow;1
2025-07-02T13:43:00+02:00;1601787;42;2;91;freeFlow;3
2025-07-02T13:43:00+02:00;1601792;40;1;75;freeFlow;2
2025-07-02T13:43:00+02:00;1601794_D;32;4;75;freeFlow;2
2025-07-02T13:43:00+02:00;1601794_G;30;3;0;unknown;0
2025-07-02T13:43:00+02:00;1601795;32;15;75;freeFlow;2
2025-07-02T13:43:00+02:00;1601797;22;24;60;freeFlow;1
2025-07-02T13:43:00+02:00;1601798;43;3;30;freeFlow;1
2025-07-02T13:43:00+02:00;1601799;14;5;60;heavy;1
2025-07-02T13:43:00+02:00;1601807;36;3;100;freeFlow;5
2025-07-02T13:43:00+02:00;1601808;49;20;75;freeFlow;2
2025-07-02T13:43:00+02:00;1601810;36;26;100;freeFlow;4
2025-07-02T13:43:00+02:00;1601812;56;3;98;freeFlow;3
2025-07-02T13:43:00+02:00;1601813_D;52;24;98;freeFlow;3
2025-07-02T13:43:00+02:00;1601813_G;60;21;73;freeFlow;2
2025-07-02T13:43:00+02:00;1601814;57;3;73;freeFlow;2
2025-07-02T13:43:00+02:00;1601815;38;4;99;freeFlow;3
2025-07-02T13:43:00+02:00;1601819;36;2;100;freeFlow;4
2025-07-02T13:43:00+02:00;1601824;53;3;75;freeFlow;2
2025-07-02T13:43:00+02:00;1601898;94;16;75;freeFlow;2
2025-07-02T13:43:00+02:00;1601931_D;39;7;57;freeFlow;1
2025-07-02T13:43:00+02:00;1601931_G;44;6;55;freeFlow;1
2025-07-02T13:43:00+02:00;1602158_D;9;3;60;congested;1
2025-07-02T13:43:00+02:00;1602158_G;30;1;55;heavy;1
2025-07-02T13:43:00+02:00;1602398;33;1;75;heavy;2
2025-07-02T13:43:00+02:00;1626;55;45;60;heavy;1
2025-07-02T13:43:00+02:00;1627;34;5;100;heavy;6
2025-07-02T13:43:00+02:00;1628;68;2;52;freeFlow;1
2025-07-02T13:43:00+02:00;1629;74;2;75;freeFlow;2
2025-07-02T13:43:00+02:00;1630;60;2;60;freeFlow;1
2025-07-02T13:43:00+02:00;1631;27;4;57;heavy;1
2025-07-02T13:43:00+02:00;1632;57;33;100;heavy;5
2025-07-02T13:43:00+02:00;1633;83;10;75;freeFlow;2
2025-07-02T13:43:00+02:00;1639;31;10;100;heavy;3
2025-07-02T13:43:00+02:00;16647_D;70;65;100;freeFlow;3
