datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement
2025-07-02T12:03:00+02:00;10273_D;75;10;75;freeFlow;2
2025-07-02T12:03:00+02:00;10273_G;68;11;75;freeFlow;2
2025-07-02T12:03:00+02:00;10274_D;72;9;100;freeFlow;3
2025-07-02T12:03:00+02:00;10274_G;68;9;60;freeFlow;1
2025-07-02T12:03:00+02:00;10275_D;70;15;100;freeFlow;3
2025-07-02T12:03:00+02:00;10275_G;69;15;60;freeFlow;1
2025-07-02T12:03:00+02:00;10277_D;62;25;100;freeFlow;3
2025-07-02T12:03:00+02:00;10277_G;71;22;60;freeFlow;1
2025-07-02T12:03:00+02:00;10279_D;69;15;75;freeFlow;2
2025-07-02T12:03:00+02:00;10279_G;67;15;74;freeFlow;2
2025-07-02T12:03:00+02:00;10281_D;82;17;75;freeFlow;2
2025-07-02T12:03:00+02:00;10281_G;72;19;73;freeFlow;2
2025-07-02T12:03:00+02:00;10315_D;75;7;100;freeFlow;3
2025-07-02T12:03:00+02:00;10315_G;71;8;60;freeFlow;1
2025-07-02T12:03:00+02:00;11579_D;80;3;0;unknown;0
2025-07-02T12:03:00+02:00;11579_G;80;3;0;unknown;0
2025-07-02T12:03:00+02:00;11652;49;28;100;heavy;6
2025-07-02T12:03:00+02:00;11654;63;2;100;freeFlow;3
2025-07-02T12:03:00+02:00;11777_D;37;2;60;heavy;1
2025-07-02T12:03:00+02:00;11777_G;47;1;75;heavy;2
2025-07-02T12:03:00+02:00;11781_D;30;3;0;unknown;0
2025-07-02T12:03:00+02:00;11781_G;30;3;0;unknown;0
2025-07-02T12:03:00+02:00;11784_D;30;2;0;unknown;0
2025-07-02T12:03:00+02:00;11784_G;30;2;0;unknown;0
2025-07-02T12:03:00+02:00;11785_D;30;1;0;unknown;0
2025-07-02T12:03:00+02:00;11785_G;30;1;0;unknown;0
2025-07-02T12:03:00+02:00;12060_D;74;10;100;freeFlow;3
2025-07-02T12:03:00+02:00;12060_G;70;10;60;freeFlow;1
2025-07-02T12:03:00+02:00;1242_D;68;2;57;freeFlow;1
2025-07-02T12:03:00+02:00;1242_G;47;3;100;heavy;3
2025-07-02T12:03:00+02:00;1285_D;72;1;73;freeFlow;2
2025-07-02T12:03:00+02:00;1285_G;52;1;75;freeFlow;2
2025-07-02T12:03:00+02:00;13514;35;6;100;heavy;3
2025-07-02T12:03:00+02:00;13515;32;4;100;heavy;3
2025-07-02T12:03:00+02:00;13516;80;1;0;unknown;0
2025-07-02T12:03:00+02:00;13549_D;59;6;60;freeFlow;1
2025-07-02T12:03:00+02:00;13549_G;80;4;75;freeFlow;2
2025-07-02T12:03:00+02:00;13557_D;51;7;60;heavy;1
2025-07-02T12:03:00+02:00;13557_G;55;7;75;heavy;2
2025-07-02T12:03:00+02:00;14364;104;20;100;freeFlow;4
2025-07-02T12:03:00+02:00;14365;104;20;60;freeFlow;1
2025-07-02T12:03:00+02:00;15029_D;63;39;100;freeFlow;6
2025-07-02T12:03:00+02:00;15029_G;55;45;60;heavy;1
2025-07-02T12:03:00+02:00;15062;33;4;60;heavy;1
2025-07-02T12:03:00+02:00;15063;38;4;100;heavy;6
2025-07-02T12:03:00+02:00;15064;44;3;100;heavy;6
2025-07-02T12:03:00+02:00;15065;35;5;60;heavy;1
2025-07-02T12:03:00+02:00;15066;37;4;100;heavy;4
2025-07-02T12:03:00+02:00;15067_D;80;53;0;unknown;0
2025-07-02T12:03:00+02:00;15067_G;66;64;100;freeFlow;4
2025-07-02T12:03:00+02:00;15104_D;80;49;0;unknown;0
