datetime;predefinedLocationReference;averageVehicleSpeed;travelTime;travelTimeReliability;trafficStatus;vehicleProbeMeasurement
2025-07-02T17:03:00+02:00;10273_D;68;11;100;freeFlow;3
2025-07-02T17:03:00+02:00;10273_G;82;9;57;freeFlow;1
2025-07-02T17:03:00+02:00;10274_D;67;10;100;freeFlow;3
2025-07-02T17:03:00+02:00;10274_G;80;8;57;freeFlow;1
2025-07-02T17:03:00+02:00;10275_D;64;16;100;freeFlow;3
2025-07-02T17:03:00+02:00;10275_G;80;13;55;freeFlow;1
2025-07-02T17:03:00+02:00;10277_D;62;25;100;freeFlow;3
2025-07-02T17:03:00+02:00;10277_G;78;20;55;freeFlow;1
2025-07-02T17:03:00+02:00;10279_D;73;14;75;freeFlow;2
2025-07-02T17:03:00+02:00;10279_G;73;14;55;freeFlow;1
2025-07-02T17:03:00+02:00;10281_D;74;19;75;freeFlow;2
2025-07-02T17:03:00+02:00;10281_G;75;19;55;freeFlow;1
2025-07-02T17:03:00+02:00;10315_D;68;8;100;freeFlow;3
2025-07-02T17:03:00+02:00;10315_G;83;7;57;freeFlow;1
2025-07-02T17:03:00+02:00;11579_D;80;3;0;unknown;0
2025-07-02T17:03:00+02:00;11579_G;59;5;52;freeFlow;1
2025-07-02T17:03:00+02:00;11652;58;24;52;heavy;1
2025-07-02T17:03:00+02:00;11654;59;2;75;freeFlow;2
2025-07-02T17:03:00+02:00;11777_D;24;3;100;heavy;4
2025-07-02T17:03:00+02:00;11777_G;25;2;75;heavy;2
2025-07-02T17:03:00+02:00;11781_D;30;3;0;unknown;0
2025-07-02T17:03:00+02:00;11781_G;13;6;57;heavy;1
2025-07-02T17:03:00+02:00;11784_D;30;2;0;unknown;0
2025-07-02T17:03:00+02:00;11784_G;15;3;55;heavy;1
2025-07-02T17:03:00+02:00;11785_D;30;1;0;unknown;0
2025-07-02T17:03:00+02:00;11785_G;6;6;55;congested;1
2025-07-02T17:03:00+02:00;12060_D;67;11;100;freeFlow;3
2025-07-02T17:03:00+02:00;12060_G;81;9;57;freeFlow;1
2025-07-02T17:03:00+02:00;1242_D;59;2;50;freeFlow;1
2025-07-02T17:03:00+02:00;1242_G;6;22;75;congested;2
2025-07-02T17:03:00+02:00;1285_D;60;1;57;freeFlow;1
2025-07-02T17:03:00+02:00;1285_G;64;1;75;freeFlow;2
2025-07-02T17:03:00+02:00;13514;43;5;60;heavy;1
2025-07-02T17:03:00+02:00;13515;36;4;47;heavy;2
2025-07-02T17:03:00+02:00;13516;45;2;48;heavy;1
2025-07-02T17:03:00+02:00;13549_D;74;5;57;freeFlow;1
2025-07-02T17:03:00+02:00;13549_G;61;6;60;freeFlow;1
2025-07-02T17:03:00+02:00;13557_D;74;5;57;freeFlow;1
2025-07-02T17:03:00+02:00;13557_G;45;8;60;heavy;1
2025-07-02T17:03:00+02:00;14364;120;17;100;freeFlow;3
2025-07-02T17:03:00+02:00;14365;109;19;100;freeFlow;3
2025-07-02T17:03:00+02:00;15029_D;49;50;100;heavy;3
2025-07-02T17:03:00+02:00;15029_G;63;39;100;freeFlow;3
2025-07-02T17:03:00+02:00;15062;45;3;100;heavy;3
2025-07-02T17:03:00+02:00;15063;31;5;94;heavy;4
2025-07-02T17:03:00+02:00;15064;36;4;75;heavy;2
2025-07-02T17:03:00+02:00;15065;44;4;100;heavy;3
2025-07-02T17:03:00+02:00;15066;30;5;69;heavy;2
2025-07-02T17:03:00+02:00;15067_D;65;65;75;freeFlow;2
2025-07-02T17:03:00+02:00;15067_G;68;63;48;freeFlow;2
2025-07-02T17:03:00+02:00;15104_D;76;52;74;freeFlow;3
2025-07-02T17:03:00+02:00;15104_G;83;47;38;freeFlow;1
2025-07-02T17:03:00+02:00;15111;103;3;100;freeFlow;3
2025-07-02T17:03:00+02:00;15113;69;3;57;freeFlow;1
2025-07-02T17:03:00+02:00;15114;69;2;57;freeFlow;1
2025-07-02T17:03:00+02:00;15117;74;2;57;freeFlow;1
2025-07-02T17:03:00+02:00;15118;74;1;57;freeFlow;1
2025-07-02T17:03:00+02:00;15119;47;4;73;heavy;2
2025-07-02T17:03:00+02:00;15120;34;6;52;heavy;1
2025-07-02T17:03:00+02:00;15121;43;2;71;heavy;2
2025-07-02T17:03:00+02:00;15122;29;6;22;heavy;1
2025-07-02T17:03:00+02:00;15124_D;51;17;57;heavy;1
2025-07-02T17:03:00+02:00;15124_G;38;22;22;heavy;1
2025-07-02T17:03:00+02:00;15549_D;57;1;60;freeFlow;1
2025-07-02T17:03:00+02:00;15549_G;20;2;60;heavy;1
2025-07-02T17:03:00+02:00;15550;33;1;100;heavy;4
2025-07-02T17:03:00+02:00;15551;74;153;100;heavy;4
2025-07-02T17:03:00+02:00;1601768;32;12;75;heavy;2
2025-07-02T17:03:00+02:00;1601771;40;6;64;freeFlow;2
2025-07-02T17:03:00+02:00;1601787;33;2;75;heavy;2
2025-07-02T17:03:00+02:00;1601792;31;2;75;freeFlow;2
2025-07-02T17:03:00+02:00;1601794_D;8;17;60;congested;1
2025-07-02T17:03:00+02:00;1601794_G;29;3;27;freeFlow;1
2025-07-02T17:03:00+02:00;1601795;28;17;75;freeFlow;2
2025-07-02T17:03:00+02:00;1601797;50;10;54;freeFlow;2
2025-07-02T17:03:00+02:00;1601798;58;2;42;freeFlow;1
2025-07-02T17:03:00+02:00;1601799;58;1;42;freeFlow;1
2025-07-02T17:03:00+02:00;1601807;31;4;100;heavy;6
2025-07-02T17:03:00+02:00;1601808;52;18;100;freeFlow;3
2025-07-02T17:03:00+02:00;1601810;27;35;75;heavy;2
2025-07-02T17:03:00+02:00;1601812;60;3;100;freeFlow;3
2025-07-02T17:03:00+02:00;1601813_D;70;18;75;freeFlow;2
2025-07-02T17:03:00+02:00;1601813_G;52;24;63;freeFlow;2
2025-07-02T17:03:00+02:00;1601814;63;3;48;freeFlow;1
2025-07-02T17:03:00+02:00;1601815;50;3;73;freeFlow;2
2025-07-02T17:03:00+02:00;1601819;25;2;100;heavy;3
2025-07-02T17:03:00+02:00;1601824;56;3;100;freeFlow;3
2025-07-02T17:03:00+02:00;1601898;81;19;75;freeFlow;2
2025-07-02T17:03:00+02:00;1601931_D;32;8;75;heavy;2
2025-07-02T17:03:00+02:00;1601931_G;21;13;40;heavy;1
2025-07-02T17:03:00+02:00;1602158_D;18;2;60;heavy;1
